title,show_id,type,director,cast,country,release_year,rating,duration,listed_in,description,platform
"Big Dreams, Small Spaces",s6305,TV Show,Sin Dato,Monty Don,United Kingdom,2017,TV-G,3,"British TV Shows, International TV Shows, Reality TV",Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.,netflix
Bitten,s6319,TV Show,Sin Dato,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams",Canada,2016,TV-MA,3,"International TV Shows, TV Dramas, TV Horror","Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.",netflix
Bitter Daisies,s6320,TV Show,Miguel Conde,"María Mera, Toni Salgado, Miquel Insua, Denis Gómez, Lucía Álvarez, Sara Sanz, Jimmy Núñez, Paloma Saavedra, Manuel Cortés, Yelena Molina, Ricardo de Barreiro, Nerea Barros, Santiago Cuquejo, Martina Stetson, Carlos Villarino",Spain,2018,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas","While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",netflix
Black Heart,s6324,TV Show,Sin Dato,"Barış Kılıç, Tuvana Türkay, Serhat Tutumluer, Gülçin Santırcıoğlu, Kenan Bal",Turkey,2014,TV-14,1,"Crime TV Shows, International TV Shows, TV Dramas","Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",netflix
Blood & Treasures,s6336,TV Show,Sin Dato,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal",Thailand,2016,TV-14,1,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.",netflix
Blue Planet II,s6342,TV Show,Sin Dato,David Attenborough,United Kingdom,2017,TV-G,1,"British TV Shows, Docuseries, Science & Nature TV","This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.",netflix
Bob Ross: Beauty Is Everywhere,s6348,TV Show,Sin Dato,Bob Ross,,1991,TV-G,1,TV Shows,"""The Joy of Painting"" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature.",netflix
Bondi Rescue,s6358,TV Show,Sin Dato,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia,2016,TV-PG,1,Reality TV,"This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals.",netflix
Border Patrol,s6361,TV Show,Sin Dato,Timothy Balme,,2016,TV-PG,1,Reality TV,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.,netflix
Borderline,s6362,TV Show,Sin Dato,"David Avery, Jackie Clune, David Elms, Liz Kingsman, Jamie Michie",United Kingdom,2017,TV-14,2,"British TV Shows, TV Comedies",A team of inept border agents tackles immigration issues at the fictional Northend Airport in this improvised mockumentary series.,netflix
Botched Up Bodies,s6365,TV Show,Sin Dato,"Charlie Brooks, Sue Johnston",United Kingdom,2013,TV-MA,1,"British TV Shows, Docuseries, International TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.",netflix
Brain Games,s6369,TV Show,Sin Dato,Jason Silva,United States,2016,TV-G,3,"Docuseries, Science & Nature TV","This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us.",netflix
Brave Miss World,s6372,TV Show,Cecilia Peck,Linor Abargil,"United States, Israel, Italy, South Africa",2013,TV-14,1,"Crime TV Shows, Docuseries","Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary.",netflix
Braxton Family Values,s6374,TV Show,Sin Dato,"Toni Braxton, Trina Braxton, Traci Braxton, Towanda Braxton, Tamar Braxton",United States,2014,TV-PG,2,Reality TV,"Songstress sisters Toni, Traci, Towanda, Trina and Tamar Braxton open up about their lives and their relationships — and reveal a few surprises.",netflix
Bringing Sexy Back,s6379,TV Show,Sin Dato,Samantha Armstrong,,2015,TV-14,1,"International TV Shows, Reality TV","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.",netflix
Brown Nation,s6382,TV Show,Sin Dato,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,2016,TV-14,1,TV Comedies,An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.,netflix
Buddha,s6386,TV Show,Sin Dato,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",,2013,TV-PG,1,"International TV Shows, TV Dramas","In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha.",netflix
"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",s6390,TV Show,Sin Dato,,,2017,TV-PG,1,Kids' TV,"A clever uncle-nephew duo solves mysteries, crimes and other problems for the citizens of a colorful town where something zany is always going down.",netflix
Burnistoun,s6394,TV Show,Sin Dato,"Iain Connell, Robert Florence, Kirsty Strain, Richard Rankin, Allan Miller, Louise Stewart",United Kingdom,2012,TV-MA,2,"British TV Shows, TV Comedies","This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer.",netflix
Cabins in the Wild with Dick Strawbridge,s6399,TV Show,Sin Dato,"Dick Strawbridge, William Hardie",United Kingdom,2017,TV-PG,1,"British TV Shows, International TV Shows, Reality TV","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own.",netflix
Cain and Abel,s6402,TV Show,Sin Dato,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",South Korea,2009,TV-MA,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,netflix
Calico Critters,s6405,TV Show,Sin Dato,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",,2018,TV-Y,1,Kids' TV,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!,netflix
Call Me Francis,s6408,TV Show,Sin Dato,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,2016,TV-14,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas","On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",netflix
Camelia la Texana,s6409,TV Show,Carlos Bolado,"Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra","Mexico, United States",2014,TV-14,1,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.",netflix
Camp X,s6412,TV Show,Sin Dato,,Canada,2014,TV-MA,1,Docuseries,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.",netflix
Can We Get Married?,s6414,TV Show,Sin Dato,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",South Korea,2012,TV-14,1,"International TV Shows, Korean TV Shows, Romantic TV Shows","On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",netflix
Cannabis,s6417,TV Show,Sin Dato,"Jean-Michel Correia, Yasin Houicha, Pedro Casablanc, Christophe Paou, Kate Moran, Santi Pons",France,2016,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas","When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe.",netflix
Care Bears: Welcome to Care-a-Lot,s6421,TV Show,Sin Dato,"David Lodge, Patty Mattson, Doug Erholtz, Stephanie Sheh, Nayo Wallace, Michael Sinterniklaas, Michaela Dean",United States,2012,TV-Y,1,Kids' TV,"Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot, home to the magical Care Bears who each have a special talent.",netflix
Case Closed,s6427,TV Show,Sin Dato,"Minami Takayama, Alison Retzloff, Wakana Yamazaki, Colleen Clinkenbeard, Akira Kamiya, R. Bruce Elliott, Wataru Takagi, Chafurin, Mark Stoddard",Japan,2015,TV-14,1,"Anime Series, Crime TV Shows, TV Thrillers","Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.",netflix
Castle of Stars,s6431,TV Show,Sin Dato,"Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong",,2015,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies","As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.",netflix
Chasing Monsters,s6452,TV Show,Sin Dato,Cyril Chauquet,Canada,2016,TV-PG,2,"Docuseries, Reality TV, Science & Nature TV",Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,netflix
Cheapest Weddings,s6456,TV Show,Sin Dato,Melanie Vallejo,Australia,2016,TV-14,1,"International TV Shows, Reality TV",Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.,netflix
Cheers,s6457,TV Show,Sin Dato,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States,1992,TV-PG,11,"Classic & Cult TV, TV Comedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",netflix
Chef & My Fridge,s6458,TV Show,Sin Dato,"Seong-joo Kim​, Jung-hwan Ahn",South Korea,2017,TV-PG,2,"International TV Shows, Korean TV Shows, Reality TV",The best chefs of Korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.,netflix
Chewin' the Fat,s6460,TV Show,Sin Dato,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,1999,TV-14,1,"British TV Shows, TV Comedies","Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",netflix
Chewing Gum,s6461,TV Show,Sin Dato,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",United Kingdom,2017,TV-MA,2,"British TV Shows, International TV Shows, Romantic TV Shows","The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex.",netflix
Chill with Bob Ross,s6470,TV Show,Sin Dato,Bob Ross,,1994,TV-G,1,TV Shows,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.,netflix
Christiane Amanpour: Sex & Love Around the World,s6478,TV Show,Sin Dato,,United States,2018,TV-MA,1,Docuseries,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.",netflix
Chuck Chicken,s6484,TV Show,Sin Dato,,Malaysia,2017,TV-Y7,1,Kids' TV,"On the island of Rocky Perch, security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.",netflix
City in the Sky,s6488,TV Show,Sin Dato,,United Kingdom,2016,TV-PG,1,"British TV Shows, Docuseries, Science & Nature TV","This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning.",netflix
Civilizations,s6491,TV Show,Sin Dato,,United Kingdom,2018,TV-14,1,"British TV Shows, Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",netflix
Classic Legends,s6496,TV Show,Sin Dato,Javed Akhtar,India,2012,TV-PG,1,"Docuseries, International TV Shows",This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.,netflix
Click for Murder,s6499,TV Show,Sin Dato,Donal MacIntyre,United Kingdom,2017,TV-14,1,"British TV Shows, Crime TV Shows, Docuseries",Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.,netflix
Club Friday The Series 6,s6505,TV Show,Sin Dato,"Puttichai Kasetsin, Kongtoranin Lalana, Preechaya Pongthananikorn",,2015,TV-MA,9,"International TV Shows, Romantic TV Shows, TV Dramas","Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more.",netflix
Club Friday The Series 7,s6506,TV Show,Sin Dato,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",,2016,TV-MA,7,"International TV Shows, Romantic TV Shows, TV Dramas",More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.,netflix
Club Friday The Series 8,s6507,TV Show,Sin Dato,"Chutavuth Pattarakampol, Focus Jirakul, Sattaphong Phiangphor, Toni Rakkaen, Paula Taylor, Virithipa Phakdeeprasong, Pakkaramai Potranan",,2017,TV-MA,8,"International TV Shows, Romantic TV Shows, TV Comedies","The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",netflix
Club Friday To Be Continued - Friend & Enemy,s6508,TV Show,Sin Dato,"Wanida Termthanaporn, Apinya Sakuljaroensuk, Golf Pichaya Nitipaisankul, Thassapak Hsu",,2016,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas","A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women.",netflix
Club Friday To Be Continued - My Beautiful Tomboy,s6509,TV Show,Sin Dato,"Puttichai Kasetsin, Lalana Kongtoranin",,2016,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Comedies","A change in sexual identity complicates young Meen's relationships, while memories of a past romance remain fresh.",netflix
Club Friday To Be Continued - The Promise,s6510,TV Show,Sin Dato,"Jirayu La-ongmanee, Focus Jirakul",,2016,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas","Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite.",netflix
